Marca temporal,1. Edad en años,2. Género,3. Etnia,4. Institución educativa,5. Área de residencia,6. ¿Cuenta con acceso a internet en casa?,7. ¿En qué año escolar estás actualmente?,8. ¿Qué idiomas hablas? (Selecciona todos los que apliquen),9. ¿Cuál es el nivel educativo más alto que han alcanzado tus padres o tutores? puede ser cualquiera de ellos,10. ¿En qué área de trabajo están involucrados tus padres o tutores?,11. ¿Cuál es el ingreso familiar mensual aproximado?,12. ¿Cuáles de las siguientes actividades te interesan? (Selecciona todas las que apliquen),"13. ¿Sientes la suficiente confianza al resolver ejercicios de matemáticas, razonamiento o lógica en general?",14. ¿Crees que las habilidades artísticas o las habilidades blandas pueden generar influencia en el aprendizaje en carreras de ciencias o tecnología?,15. ¿Crees tener el conocimiento para poder seguir una carrera que involucre la ciencia y la matemática?,16. ¿Cuáles de las siguientes actividades te gusta realizar?,17. ¿Qué asignaturas disfrutas más en el colegio?,18. ¿Cuál de las siguientes carreras te parece más atractiva?,19. ¿Quién influye más en tu decisión sobre qué estudiar en el futuro?,20. ¿Tus maestros te han animado a explorar temas relacionados con la ciencia o la tecnología?,21. ¿Qué opinan tus amigos sobre el estudio de disciplinas relacionadas con la tecnología o la ciencia?,22. ¿Qué tanto apoyo recibes de tu familia para estudiar temas relacionados con las matemáticas o la ciencia?,23. ¿Qué obstáculos sientes que podrías enfrentar al seguir una carrera STEAM?,24. ¿Qué sectores te interesan más para trabajar en el futuro?,25. ¿Qué tan optimista te sientes sobre tu futuro en una carrera que involucre tecnología o ciencia?,26. ¿Crees que tu carrera te brindará estabilidad económica?,27. ¿Qué esperas lograr con tu carrera en términos de impacto social o tecnológico?,28. ¿Crees que las innovaciones tecnológicas y la ciencia están mejorando la calidad de vida de las personas?,29. ¿Qué área consideras más importante para que avance tecnológicamente?,"30. ¿Cuál es la probabilidad de que selecciones una carrera relacionada con Ciencia, Tecnología, Ingeniería, Arte o Matemáticas (STEAM)?",31. ¿Qué tan informado/a te sientes sobre las diferentes opciones de carrera STEAM?
6/02/2026 9:06:27,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés, Italiano",Universidad,Negocio propio,Menos de $500,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",1,3,1,"Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Biología, Arte, Lengua y literatura",Literato,Nadie en particular,1,Muy negativo,1,"Falta de motivación, Falta de dinero",Arte,1,1,Desarrollar nuevas ideas artísticas,1,Ninguno en particular,5,3
6/02/2026 9:06:30,17,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Postgrado,Negocio propio,Más de $3000,"Disfruto explorando temas de ciencia ficción., Me gusta leer novelas de detectives., Disfruto explorando temas relacionados con arte y belleza visual.",1,4,1,Aprender sobre nuevos descubrimientos científicos.,Biología,Investigador/a científico/a,Nadie en particular,2,Neutro,1,Dificultad en las materias,Salud,2,4,Mejorar la calidad de vida de las personas,4,Educación,1,3
6/02/2026 9:06:38,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Postgrado,Sector privado,Prefiero no contestar,"Disfruto arreglando o construyendo cosas físicas., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",1,3,3,"Analizar datos para encontrar patrones y conclusiones., Crear obras artísticas como pinturas, dibujos o esculturas.","Lengua y literatura, Ciencias Sociales, ciudadania",Investigador/a científico/a,Familia,4,Positivo,3,Falta de motivación,Educación,3,5,Mejorar la calidad de vida de las personas,4,Educación,3,3
6/02/2026 9:07:02,16,Masculino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,Español,Universidad,Sector privado,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta jugar ajedrez.",3,3,1,Compartir y recibir retroalimentación sobre tu arte.,"Lengua y literatura, inglés",profesor,Familia,3,Positivo,4,Dificultad en las materias,Medio ambiente,3,2,No estoy seguro(a),3,Medio ambiente,1,1
6/02/2026 9:13:08,17,Masculino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,Español,Bachillerato,Negocio propio,$1001 - $2000,Me siento atraído/a por temas relacionados con mecánica y automóviles.,3,3,3,Compartir y recibir retroalimentación sobre tu arte.,"Biología, Lengua y literatura",Artista digital,Nadie en particular,3,Neutro,3,Dificultad en las materias,Medio ambiente,3,3,Contribuir a la sostenibilidad,3,Transporte,3,3
6/02/2026 9:14:23,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Sector privado,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Encuentro fascinante la ingeniería y el diseño de soluciones., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,5,2,"Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Arte, Lengua y literatura, Robòtica","Inteligencia Artificial, desarrollador d software y artista digital",Mis ganas,4,Positivo,3,"Falta de recursos educativos, Dificultad en las materias, Falta de motivación",Tecnologìa o arte,4,5,Innovar y crear nuevas tecnologías,4,Educaciòn y medio ambiente,4,3
6/02/2026 9:14:33,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Bachillerato,Sector privado,$2000 - $3000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando temas de ciencia ficción., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,4,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Analizar datos y realizar interpretaciones estadísticas.",Ciencias Sociales,negocios internacionales,Nadie en particular,3,Positivo,3,Dificultad en las materias,Tecnología,4,4,Mejorar la calidad de vida de las personas,4,Educación,4,3
6/02/2026 9:14:37,17,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Postgrado,Sector público,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción.",4,3,4,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa.","Biología, Física, Química, Ciencias Sociales, Inglés",Ingeniero químico o bioquímico  ,Familia,4,Positivo,5,Dificultad en las materias,Salud,5,5,Mejorar la calidad de vida de las personas,4,Salud,4,3
6/02/2026 9:15:14,17,Femenino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Universidad,Negocio propio,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives.",1,2,2,Aprender sobre nuevos descubrimientos científicos.,"Biología, Química, Lengua y literatura, Ciencias Sociales",odontologia,Nadie en particular,2,Positivo,5,"Falta de recursos educativos, Dificultad en las materias, Falta de motivación",Salud,1,5,Mejorar la calidad de vida de las personas,4,Salud,1,1
6/02/2026 9:15:28,17,Femenino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,Español,Postgrado,Sector privado,$501 - $1000,"Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",1,4,1,"Diseñar y construir estructuras o dispositivos prácticos., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Biología, Lengua y literatura",Artista digital,Nadie en particular,3,Neutro,2,Dificultad en las materias,Arte,2,5,Desarrollar nuevas ideas artísticas,3,Educación,2,2
6/02/2026 9:15:51,17,Femenino,Mestiza,Privada,Rural,Sí,Tercero de bachillerato,"Español, Inglés, Kichwa",Primaria,Negocio propio,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos.",2,4,3,Aprender sobre nuevos descubrimientos científicos.,"Biología, Tecnología, Arte, Lengua y literatura, Ciencias Sociales",Ingeniero/a civil,Nadie en particular,3,Positivo,3,Dificultad en las materias,negocios internacionales ,3,3,Contribuir a la sostenibilidad,3,Salud,2,3
6/02/2026 9:19:30,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Sector público,$501 - $1000,Disfruto explorando y aprendiendo sobre seres vivos.,3,3,2,Resolver problemas usando herramientas y software tecnológico.,"Biología, Física",Ingeniero/a civil,Familia,4,Neutro,4,Dificultad en las materias,Salud,4,4,Mejorar la calidad de vida de las personas,3,Salud,3,3
6/02/2026 9:19:38,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Sector público,Prefiero no contestar,Disfruto explorando y aprendiendo sobre seres vivos.,5,2,4,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Química",medicina,Familia,1,Neutro,4,Falta de motivación,Salud,5,5,Mejorar la calidad de vida de las personas,5,Salud,4,1
6/02/2026 9:19:38,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,"Español, Inglés",Universidad,Negocio propio,Prefiero no contestar,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Encuentro fascinantes los misterios sin resolver.",2,3,2,Resolver problemas usando herramientas y software tecnológico.,"Biología, Ciencias Sociales, Educacion fisica",Ingenieria mecanica y diseño grafico,Nadie en particular,1,Neutro,2,"Dificultad en las materias, No hay las q me gustan",Tecnología,2,4,Contribuir a la sostenibilidad,2,Salud,2,2
6/02/2026 9:19:39,17,Masculino,Mestiza,Privada,Urbana,Sí,Tercero de bachillerato,Español,Postgrado,Negocio propio,$2000 - $3000,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales.",2,3,2,Explorar nuevas tecnologías y sus impactos.,"Tecnología, Lengua y literatura",Investigador/a científico/a,Nadie en particular,3,Positivo,1,Dificultad en las materias,Tecnología,4,3,Innovar y crear nuevas tecnologías,3,Salud,2,2
6/02/2026 9:19:48,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Universidad,Sector público,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte.",2,4,2,Explorar nuevas tecnologías y sus impactos.,Biología,Investigador/a científico/a,Nadie en particular,3,Neutro,2,Falta de recursos educativos,Medio ambiente,3,2,No estoy seguro(a),3,Salud,3,3
6/02/2026 9:19:58,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Bachillerato,Sector privado,$1001 - $2000,"Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción.",3,5,5,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos.","Tecnología, Arte, Lengua y literatura, Ciencias Sociales",Artista digital,Nadie en particular,5,Positivo,5,Dificultad en las materias,Tecnología,5,5,Desarrollar nuevas ideas artísticas,5,Transporte,5,5
6/02/2026 9:19:59,16,Masculino,Mestiza,Privada,Rural,Sí,Segundo de bachillerato,Español,Universidad,Sector público,$501 - $1000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta jugar ajedrez.",3,4,5,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes.","Arte, Lengua y literatura",medicina,Familia,5,Neutro,4,Dificultad en las materias,Salud,5,5,Innovar y crear nuevas tecnologías,5,Educación,5,5
6/02/2026 9:20:03,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Sector privado,$2000 - $3000,"Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",2,4,2,"Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Arte, Lengua y literatura",Artista digital,Nadie en particular,4,Neutro,4,Dificultad en las materias,Arte,2,5,Mejorar la calidad de vida de las personas,3,Salud,4,3
6/02/2026 9:20:06,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés, Chino",Universidad,Negocio propio,Más de $3000,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",2,4,3,"Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas.","Arte, Ingles",Internacionalista,Redes sociales,4,Neutro,2,Dificultad en las materias,ONU,4,3,Mejorar la calidad de vida de las personas,3,Educación,3,4
6/02/2026 9:20:46,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Bachillerato,Sector público,Más de $3000,"Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Disfruto de actividades artísticas como música, teatro o literatura.",3,2,3,"Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Lengua y literatura",Artista digital,Nadie en particular,1,Neutro,4,Dificultad en las materias,Gastronomía,2,5,Mejorar la calidad de vida de las personas,4,Salud,2,2
6/02/2026 9:20:51,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Negocio propio,Prefiero no contestar,"Me interesa investigar fenómenos físicos, biológicos y/o culturales.",3,5,3,Explorar nuevas tecnologías y sus impactos.,Lengua y literatura,Investigador/a científico/a,Redes sociales,1,Neutro,3,Dificultad en las materias,Tecnología,3,5,Mejorar la calidad de vida de las personas,5,Energía,1,4
6/02/2026 9:21:42,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,$1001 - $2000,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Me gusta leer novelas de detectives.",3,2,5,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos.","Biología, Química",Ingeniero/a civil,Familia,3,Positivo,5,Dificultad en las materias,Salud,4,5,Mejorar la calidad de vida de las personas,5,Educación,4,4
6/02/2026 9:30:57,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Negocio propio,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Encuentro fascinante la ingeniería y el diseño de soluciones.",5,1,5,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Tecnología, Arte",Desarrollador/a de software,Nadie en particular,1,Neutro,5,Falta de recursos educativos,mecatronica,5,5,No estoy seguro(a),5,Salud,5,4
6/02/2026 9:31:13,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,Menos de $500,"Disfruto explorando y aprendiendo sobre seres vivos., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Encuentro fascinantes los misterios sin resolver.",5,3,5,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Ciencias Sociales",Matemático/a o estadístico/a,Nadie en particular,3,Neutro,5,Falta de motivación,Salud,4,5,Mejorar la calidad de vida de las personas,2,Educación,1,3
6/02/2026 9:31:19,17,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Negocio propio,$1001 - $2000,Disfruto explorando temas relacionados con arte y belleza visual.,3,5,4,"Crear obras artísticas como pinturas, dibujos o esculturas.",Lengua y literatura,Artista digital,Familia,3,Positivo,4,Dificultad en las materias,Arte,3,5,Mejorar la calidad de vida de las personas,5,Educación,3,3
6/02/2026 9:31:25,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés, Francés, Portugués",Postgrado,Sector público,$1001 - $2000,"Disfruto arreglando o construyendo cosas físicas., Disfruto de actividades artísticas como música, teatro o literatura.",3,5,2,"Explorar nuevas tecnologías y sus impactos., Resolver problemas matemáticos y encontrar soluciones eficientes.","Arte, Lengua y literatura",Ingeniero/a civil,Familia,3,Neutro,2,Dificultad en las materias,AVIACIÓN ,5,5,Mejorar la calidad de vida de las personas,4,Salud,2,3
6/02/2026 9:31:30,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Sector privado,$1001 - $2000,"Disfruto arreglando o construyendo cosas físicas., Disfruto de actividades artísticas como música, teatro o literatura.",3,4,3,Explorar nuevas tecnologías y sus impactos.,"Arte, Lengua y literatura",Desarrollador/a de software,Familia,4,Neutro,2,Dificultad en las materias,Arte,3,5,Mejorar la calidad de vida de las personas,4,Educación,3,2
6/02/2026 9:31:41,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Universidad,Sector público,Prefiero no contestar,Encuentro fascinantes los misterios sin resolver.,2,2,3,"Crear obras artísticas como pinturas, dibujos o esculturas.",Biología,Ingeniero/a civil,Familia,3,Neutro,3,Dificultad en las materias,Salud,2,4,Mejorar la calidad de vida de las personas,3,Salud,3,4
6/02/2026 9:31:42,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Sector privado,Prefiero no contestar,"Me interesa investigar fenómenos físicos, biológicos y/o culturales., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",4,2,3,"Analizar datos para encontrar patrones y conclusiones., Aprender sobre nuevos descubrimientos científicos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Biología, Física, Arte, Lengua y literatura, Ciencias Sociales",Medicina,Familia,3,Neutro,3,"Falta de recursos educativos, Dificultad en las materias, Falta de motivación",Salud,4,5,Mejorar la calidad de vida de las personas,4,Salud,4,5
6/02/2026 9:32:04,16,Masculino,Mestiza,Privada,Rural,Sí,Segundo de bachillerato,Español,Postgrado,Sector privado,$1001 - $2000,Me siento atraído/a por temas relacionados con mecánica y automóviles.,2,3,3,Aprender sobre nuevos descubrimientos científicos.,Física,mecanica,Familia,3,Positivo,4,Falta de motivación,Tecnología,3,3,Contribuir a la sostenibilidad,4,Energía,4,4
6/02/2026 9:32:15,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Sector público,$1001 - $2000,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",3,3,3,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.",Arte,Artista digital,Nadie en particular,1,Neutro,3,Falta de recursos educativos,Tecnología,3,1,Innovar y crear nuevas tecnologías,4,Medio ambiente,3,1
6/02/2026 9:32:22,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Negocio propio,Prefiero no contestar,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Encuentro fascinante la ingeniería y el diseño de soluciones.",5,5,5,"Explorar nuevas tecnologías y sus impactos., Diseñar y construir estructuras o dispositivos prácticos., Resolver problemas complejos de manera creativa.",Física,Artista digital,Amigos,5,Neutro,3,Falta de apoyo familiar,Medio ambiente,1,1,Innovar y crear nuevas tecnologías,1,Transporte,2,2
6/02/2026 9:32:28,17,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Universidad,Sector público,Más de $3000,Me gusta jugar ajedrez.,3,3,1,Analizar datos y realizar interpretaciones estadísticas.,"Lengua y literatura, Ingles",Periodismo,Redes sociales,3,Neutro,5,Dificultad en las materias,Comunicacion,2,3,No estoy seguro(a),5,Educación,2,2
6/02/2026 9:32:32,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Universidad,Sector público,Prefiero no contestar,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Disfruto explorando y aprendiendo sobre seres vivos., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",2,3,2,"Aprender sobre nuevos descubrimientos científicos., Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte.","Física, Arte, Lengua y literatura",Investigador/a científico/a,Familia,1,Neutro,3,"Falta de apoyo familiar, Dificultad en las materias, Falta de motivación",Arte,1,2,Contribuir a la sostenibilidad,4,Medio ambiente,3,1
6/02/2026 9:32:46,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,"Español, Inglés",Postgrado,Sector público,$2000 - $3000,Encuentro fascinante la ingeniería y el diseño de soluciones.,4,2,5,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Tecnología",Arquitetura,Nadie en particular,3,Positivo,5,Dificultad en las materias,Educación,4,5,Mejorar la calidad de vida de las personas,5,Educación,5,2
6/02/2026 9:32:49,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Secundaria,Negocio propio,Más de $3000,"Me interesa trabajar con herramientas, máquinas y equipos.",2,5,2,Explorar nuevas tecnologías y sus impactos.,Tecnología,Desarrollador/a de software,Nadie en particular,1,Neutro,5,"Falta de recursos educativos, Dificultad en las materias",Tecnología,3,5,Contribuir a la sostenibilidad,5,Educación,3,4
6/02/2026 9:33:10,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Negocio propio,Menos de $500,"Me interesa trabajar con herramientas, máquinas y equipos., Disfruto arreglando o construyendo cosas físicas., Disfruto explorando y aprendiendo sobre seres vivos., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual.",3,4,3,"Explorar nuevas tecnologías y sus impactos., Crear obras artísticas como pinturas, dibujos o esculturas.","Tecnología, Arte",Artista digital,Familia,3,Positivo,3,"Dificultad en las materias, Falta de motivación",Arte,4,3,Mejorar la calidad de vida de las personas,3,Energía,4,4
6/02/2026 9:33:11,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Postgrado,Sector público,Prefiero no contestar,"Disfruto arreglando o construyendo cosas físicas., Me gusta jugar ajedrez., Disfruto explorando temas de ciencia ficción., Encuentro fascinantes los misterios sin resolver., Me gusta leer novelas de detectives., Me interesa trabajar con materiales físicos para crear arte., Disfruto explorando temas relacionados con arte y belleza visual., Disfruto de actividades artísticas como música, teatro o literatura.",5,5,5,"Analizar datos para encontrar patrones y conclusiones., Resolver problemas complejos de manera creativa., Crear obras artísticas como pinturas, dibujos o esculturas., Compartir y recibir retroalimentación sobre tu arte., Resolver problemas matemáticos y encontrar soluciones eficientes.","Matemáticas, Física, Química, Tecnología, Arte",Artista digital,Familia,5,Neutro,5,Falta de recursos educativos,Arte,4,5,Desarrollar nuevas ideas artísticas,5,Educación,5,5
6/02/2026 9:33:14,16,Femenino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Sector público,Menos de $500,"Me gusta leer novelas de detectives., Disfruto explorando temas relacionados con arte y belleza visual.",4,3,3,"Aprender sobre nuevos descubrimientos científicos., Crear obras artísticas como pinturas, dibujos o esculturas.","Arte, disfruto la asignatura de cívica ",Investigador/a científico/a,Familia,3,Neutro,3,Falta de motivación,Salud,3,3,Contribuir a la sostenibilidad,4,Medio ambiente,4,4
6/02/2026 9:33:15,16,Masculino,Mestiza,Privada,Urbana,Sí,Segundo de bachillerato,Español,Bachillerato,Sector privado,Menos de $500,"Me siento atraído/a por temas relacionados con mecánica y automóviles., Me interesa investigar fenómenos físicos, biológicos y/o culturales., Encuentro fascinantes los misterios sin resolver., Disfruto de actividades artísticas como música, teatro o literatura.",2,3,2,"Analizar datos para encontrar patrones y conclusiones., Explorar nuevas tecnologías y sus impactos., Resolver problemas usando herramientas y software tecnológico.","educación física, ingles ",ciencia del deporte,Nadie en particular,2,Neutro,3,falta de dinero,deporte,3,4,Mejorar la calidad de vida de las personas,3,Medio ambiente,3,3
6/02/2026 9:33:31,16,Femenino,Blanca,Privada,Rural,Sí,Segundo de bachillerato,"Español, Portugués",Universidad,Sector privado,$501 - $1000,"Disfruto explorando y aprendiendo sobre seres vivos., Me gusta leer novelas de detectives.",3,3,2,"Crear obras artísticas como pinturas, dibujos o esculturas.","Biología, Química, Lengua y literatura",Medicina Forence,Familia,1,Neutro,4,Dificultad en las materias,Salud,3,5,Innovar y crear nuevas tecnologías,5,Educación,5,4
